client	date	weekday	paymethod	value	product
96694	18-Dec-97	Thursday	card	28276	dairy
96881	29-Dec-97	Monday	card	14611	beer
96982	29-Dec-97	Monday	card	15496	beer
97148	12-Dec-97	Friday	card	49347	spirit drinks
97287	23-Dec-97	Tuesday	bankcheck	35371	frozen_meals
97328	07-Dec-97	Sunday	money	24026	canned
97761	02-Dec-97	Tuesday	card	32318	dairy
98204	07-Dec-97	Sunday	bankcheck	18442	charcuterie
98383	28-Dec-97	Sunday	money	33864	frozen_meals
98626	03-Dec-97	Wednesday	bankcheck	2750	fish
98836	27-Dec-97	Saturday	money	38603	wine
99347	28-Dec-97	Sunday	card	34665	wine
99457	06-Dec-97	Saturday	card	38201	fruitvegs
100047	16-Dec-97	Tuesday	bankcheck	24196	fruitvegs
100256	27-Dec-97	Saturday	bankcheck	11910	wine
100328	02-Dec-97	Tuesday	bankcheck	30410	charcuterie
100393	10-Dec-97	Wednesday	money	28775	canned
100553	24-Dec-97	Wednesday	card	24146	canned
100754	01-Dec-97	Monday	bankcheck	11329	fruitvegs
100918	27-Dec-97	Saturday	money	185	meat
101031	01-Dec-97	Monday	card	47521	beer
101100	24-Dec-97	Wednesday	card	18959	wine
101784	02-Dec-97	Tuesday	money	33038	meat
102206	12-Dec-97	Friday	card	27668	fruitvegs
102215	25-Dec-97	Thursday	money	13165	beer
102467	11-Dec-97	Thursday	card	13762	charcuterie
102645	08-Dec-97	Monday	card	13422	meat
103087	12-Dec-97	Friday	money	3858	wine
103139	13-Dec-97	Saturday	money	18796	wine
103147	25-Dec-97	Thursday	card	43862	canned
103168	21-Dec-97	Sunday	card	12268	spirit drinks
103385	05-Dec-97	Friday	money	22830	dairy
104327	29-Dec-97	Monday	bankcheck	2622	canned
104554	27-Dec-97	Saturday	money	19063	fish
104722	10-Dec-97	Wednesday	card	33668	beer
105601	21-Dec-97	Sunday	card	40765	frozen_meals
105816	28-Dec-97	Sunday	card	22647	fruitvegs
106044	02-Dec-97	Tuesday	card	36134	dairy
106288	08-Dec-97	Monday	bankcheck	10093	canned
106314	23-Dec-97	Tuesday	money	24104	meat
106499	14-Dec-97	Sunday	money	26959	frozen_meals
106522	23-Dec-97	Tuesday	bankcheck	1001	canned
106585	28-Dec-97	Sunday	money	23647	charcuterie
107080	09-Dec-97	Tuesday	card	29406	canned
107314	14-Dec-97	Sunday	money	42935	wine
108003	14-Dec-97	Sunday	card	12510	canned
108764	16-Dec-97	Tuesday	money	44629	wine
109000	24-Dec-97	Wednesday	money	14965	spirit drinks
109048	21-Dec-97	Sunday	card	42580	fish
109672	16-Dec-97	Tuesday	card	16530	wine
10915	11-Dec-97	Thursday	card	12462	fruitvegs
12547	27-Dec-97	Saturday	card	32307	beer
13893	10-Dec-97	Wednesday	card	24804	fish
13903	20-Dec-97	Saturday	money	29165	fruitvegs
14368	09-Dec-97	Tuesday	bankcheck	34918	meat
14514	06-Dec-97	Saturday	card	31602	meat
14658	22-Dec-97	Monday	card	46805	wine
14743	15-Dec-97	Monday	money	21681	beer
15306	01-Dec-97	Monday	money	22325	meat
17110	08-Dec-97	Monday	money	12721	frozen_meals
17375	18-Dec-97	Thursday	bankcheck	12764	meat
17830	25-Dec-97	Thursday	card	28020	meat
18030	29-Dec-97	Monday	card	12994	fruitvegs
18143	01-Dec-97	Monday	money	43588	fruitvegs
18708	10-Dec-97	Wednesday	money	30787	dairy
18953	11-Dec-97	Thursday	card	24257	fish
19613	13-Dec-97	Saturday	card	46151	meat
19915	18-Dec-97	Thursday	money	40087	fish
20158	20-Dec-97	Saturday	bankcheck	23744	dairy
20844	21-Dec-97	Sunday	money	24393	meat
21347	22-Dec-97	Monday	bankcheck	4301	clothes
21814	26-Dec-97	Friday	card	22374	canned
22316	09-Dec-97	Tuesday	money	29758	spirit drinks
10645	09-Dec-97	Tuesday	card	18480	beer
10872	07-Dec-97	Sunday	money	20618	beer
10915	11-Dec-97	Thursday	card	12462	fish
10944	08-Dec-97	Monday	card	45328	charcuterie
11220	03-Dec-97	Wednesday	card	23632	canned
11241	18-Dec-97	Thursday	bankcheck	33890	fish
12312	23-Dec-97	Tuesday	card	19218	frozen_meals
12547	27-Dec-97	Saturday	card	32307	frozen_meals
12938	27-Dec-97	Saturday	bankcheck	49484	canned
13893	10-Dec-97	Wednesday	card	24804	canned
14301	15-Dec-97	Monday	money	39917	clothes
14630	15-Dec-97	Monday	money	19579	frozen_meals
14743	15-Dec-97	Monday	money	21681	frozen_meals
14912	25-Dec-97	Thursday	bankcheck	39156	charcuterie
14996	14-Dec-97	Sunday	money	22259	fish
15072	20-Dec-97	Saturday	card	41646	frozen_meals
15099	14-Dec-97	Sunday	card	11273	fruitvegs
15109	01-Dec-97	Monday	card	13536	frozen_meals
15306	01-Dec-97	Monday	money	22325	frozen_meals
15629	08-Dec-97	Monday	money	1700	frozen_meals
15882	04-Dec-97	Thursday	money	20704	beer
16220	23-Dec-97	Tuesday	bankcheck	34787	clothes
16316	05-Dec-97	Friday	bankcheck	39170	frozen_meals
17110	08-Dec-97	Monday	money	12721	charcuterie
17133	06-Dec-97	Saturday	card	21328	wine
17470	30-Dec-97	Tuesday	money	19076	clothes
17571	13-Dec-97	Saturday	card	153	beer
17939	17-Dec-97	Wednesday	money	15876	frozen_meals
18143	01-Dec-97	Monday	money	43588	meat
18331	20-Dec-97	Saturday	card	4790	clothes
18334	22-Dec-97	Monday	money	42434	clothes
18517	08-Dec-97	Monday	card	42509	frozen_meals
18708	10-Dec-97	Wednesday	money	30787	meat
18917	06-Dec-97	Saturday	card	47935	beer
19209	19-Dec-97	Friday	card	4637	fruitvegs
19211	18-Dec-97	Thursday	card	35954	clothes
19519	20-Dec-97	Saturday	card	12408	frozen_meals
19999	05-Dec-97	Friday	card	17161	frozen_meals
20325	28-Dec-97	Sunday	card	1536	frozen_meals
20362	08-Dec-97	Monday	money	317	fish
20991	22-Dec-97	Monday	card	37508	beer
21347	22-Dec-97	Monday	bankcheck	4301	frozen_meals
21543	03-Dec-97	Wednesday	bankcheck	13918	frozen_meals
21814	26-Dec-97	Friday	card	22374	beer
23682	29-Dec-97	Monday	bankcheck	29718	wine
23718	16-Dec-97	Tuesday	bankcheck	37861	dairy
24210	23-Dec-97	Tuesday	card	30434	frozen_meals
24864	04-Dec-97	Thursday	money	24668	canned
25097	01-Dec-97	Monday	money	20010	canned
25256	21-Dec-97	Sunday	card	39693	frozen_meals
25524	24-Dec-97	Wednesday	card	45949	meat
26061	27-Dec-97	Saturday	money	47054	dairy
26885	22-Dec-97	Monday	money	33186	canned
27306	02-Dec-97	Tuesday	bankcheck	17391	canned
27371	17-Dec-97	Wednesday	bankcheck	38743	frozen_meals
27496	04-Dec-97	Thursday	card	16327	frozen_meals
27664	25-Dec-97	Thursday	money	35636	fruitvegs
27673	09-Dec-97	Tuesday	money	37565	wine
27694	12-Dec-97	Friday	card	24895	canned
27720	16-Dec-97	Tuesday	card	37458	dairy
27890	23-Dec-97	Tuesday	card	22242	frozen_meals
28110	26-Dec-97	Friday	card	27697	frozen_meals
28314	01-Dec-97	Monday	card	38806	wine
28427	03-Dec-97	Wednesday	bankcheck	12974	beer
28597	02-Dec-97	Tuesday	card	19205	frozen_meals
28803	26-Dec-97	Friday	bankcheck	41900	beer
28935	18-Dec-97	Thursday	bankcheck	2298	fruitvegs
28959	19-Dec-97	Friday	money	21585	frozen_meals
28977	27-Dec-97	Saturday	card	37266	beer
29095	29-Dec-97	Monday	bankcheck	46710	charcuterie
29107	29-Dec-97	Monday	money	32386	frozen_meals
29316	12-Dec-97	Friday	card	34521	canned
29367	03-Dec-97	Wednesday	bankcheck	43315	frozen_meals
29640	24-Dec-97	Wednesday	money	28596	meat
29944	04-Dec-97	Thursday	money	42898	dairy
30132	29-Dec-97	Monday	money	23936	frozen_meals
30243	21-Dec-97	Sunday	money	30392	clothes
31011	14-Dec-97	Sunday	card	39563	frozen_meals
31046	27-Dec-97	Saturday	money	16585	frozen_meals
32160	15-Dec-97	Monday	money	19718	charcuterie
32432	21-Dec-97	Sunday	bankcheck	28385	clothes
32646	30-Dec-97	Tuesday	bankcheck	2653	beer
32669	22-Dec-97	Monday	money	49804	fruitvegs
33167	28-Dec-97	Sunday	money	24218	frozen_meals
33413	06-Dec-97	Saturday	money	37902	frozen_meals
34593	12-Dec-97	Friday	card	35823	wine
35197	09-Dec-97	Tuesday	money	40340	frozen_meals
35519	21-Dec-97	Sunday	card	30237	frozen_meals
35561	16-Dec-97	Tuesday	money	34424	clothes
36040	27-Dec-97	Saturday	money	37303	wine
36190	23-Dec-97	Tuesday	bankcheck	28413	charcuterie
36191	08-Dec-97	Monday	bankcheck	46428	charcuterie
36278	24-Dec-97	Wednesday	money	43007	spirit drinks
36405	29-Dec-97	Monday	bankcheck	34822	frozen_meals
36927	19-Dec-97	Friday	bankcheck	20181	charcuterie
37114	28-Dec-97	Sunday	money	48040	clothes
37567	03-Dec-97	Wednesday	card	41778	frozen_meals
38014	29-Dec-97	Monday	bankcheck	2333	spirit drinks
38097	13-Dec-97	Saturday	money	37138	meat
39081	28-Dec-97	Sunday	bankcheck	47581	charcuterie
39952	08-Dec-97	Monday	card	35337	beer
39970	01-Dec-97	Monday	bankcheck	46741	beer
40090	22-Dec-97	Monday	bankcheck	41485	canned
40208	27-Dec-97	Saturday	money	2317	meat
40282	16-Dec-97	Tuesday	money	33521	frozen_meals
40659	09-Dec-97	Tuesday	card	275	charcuterie
40690	28-Dec-97	Sunday	money	28620	canned
40949	30-Dec-97	Tuesday	money	1012	beer
41157	04-Dec-97	Thursday	money	20233	fruitvegs
41805	14-Dec-97	Sunday	money	48579	frozen_meals
42381	24-Dec-97	Wednesday	money	46062	fish
42459	04-Dec-97	Thursday	card	32645	spirit drinks
42778	23-Dec-97	Tuesday	money	35281	beer
43401	17-Dec-97	Wednesday	money	29441	canned
43550	25-Dec-97	Thursday	money	10536	beer
44294	29-Dec-97	Monday	money	38531	canned
44562	03-Dec-97	Wednesday	bankcheck	1353	spirit drinks
45102	29-Dec-97	Monday	money	32552	frozen_meals
45375	10-Dec-97	Wednesday	card	39495	frozen_meals
46054	09-Dec-97	Tuesday	card	14281	clothes
47330	20-Dec-97	Saturday	money	20935	fruitvegs
47341	22-Dec-97	Monday	card	31976	fruitvegs
47343	25-Dec-97	Thursday	card	48955	wine
47441	26-Dec-97	Friday	card	13543	frozen_meals
47638	23-Dec-97	Tuesday	money	2567	beer
48783	05-Dec-97	Friday	card	246	canned
50064	30-Dec-97	Tuesday	card	47082	dairy
50551	13-Dec-97	Saturday	card	27647	frozen_meals
50645	19-Dec-97	Friday	bankcheck	31699	frozen_meals
51732	08-Dec-97	Monday	money	41070	frozen_meals
51939	05-Dec-97	Friday	card	43242	beer
51979	14-Dec-97	Sunday	card	20528	beer
52128	30-Dec-97	Tuesday	card	13685	frozen_meals
52359	27-Dec-97	Saturday	bankcheck	26205	wine
52421	20-Dec-97	Saturday	card	31736	frozen_meals
54152	27-Dec-97	Saturday	card	2060	frozen_meals
54180	07-Dec-97	Sunday	money	43037	canned
54462	21-Dec-97	Sunday	money	38839	canned
55295	20-Dec-97	Saturday	card	32653	frozen_meals
55550	19-Dec-97	Friday	money	3148	wine
55652	15-Dec-97	Monday	card	41717	canned
56034	07-Dec-97	Sunday	money	41271	beer
56851	12-Dec-97	Friday	card	21641	charcuterie
56885	14-Dec-97	Sunday	bankcheck	33569	canned
57101	16-Dec-97	Tuesday	card	20759	fruitvegs
57102	20-Dec-97	Saturday	money	19910	fish
57678	21-Dec-97	Sunday	bankcheck	47660	frozen_meals
58144	21-Dec-97	Sunday	card	28831	frozen_meals
58485	25-Dec-97	Thursday	bankcheck	35547	frozen_meals
58803	15-Dec-97	Monday	bankcheck	11292	clothes
58914	02-Dec-97	Tuesday	card	28916	frozen_meals
59349	21-Dec-97	Sunday	card	28493	fruitvegs
59580	09-Dec-97	Tuesday	money	40878	charcuterie
59590	17-Dec-97	Wednesday	card	27983	charcuterie
59599	16-Dec-97	Tuesday	money	27488	charcuterie
60159	19-Dec-97	Friday	card	43218	frozen_meals
60571	25-Dec-97	Thursday	money	24671	dairy
60890	25-Dec-97	Thursday	card	44632	clothes
61869	27-Dec-97	Saturday	money	31801	frozen_meals
62060	03-Dec-97	Wednesday	card	40702	beer
62175	29-Dec-97	Monday	money	17918	beer
62789	12-Dec-97	Friday	money	15161	charcuterie
63138	05-Dec-97	Friday	bankcheck	16961	fruitvegs
63368	11-Dec-97	Thursday	card	42407	canned
63420	13-Dec-97	Saturday	bankcheck	22759	frozen_meals
63452	22-Dec-97	Monday	money	17892	meat
64215	06-Dec-97	Saturday	money	17099	fruitvegs
64239	25-Dec-97	Thursday	card	27508	spirit drinks
64281	02-Dec-97	Tuesday	card	1772	fish
64668	17-Dec-97	Wednesday	money	31201	frozen_meals
64861	01-Dec-97	Monday	money	18771	beer
64892	05-Dec-97	Friday	money	39000	wine
66191	06-Dec-97	Saturday	money	37523	fruitvegs
66988	07-Dec-97	Sunday	card	17959	charcuterie
67133	24-Dec-97	Wednesday	bankcheck	36691	frozen_meals
67697	16-Dec-97	Tuesday	card	12948	frozen_meals
67799	24-Dec-97	Wednesday	card	16972	frozen_meals
67809	04-Dec-97	Thursday	bankcheck	10376	frozen_meals
68104	19-Dec-97	Friday	bankcheck	1233	charcuterie
68489	01-Dec-97	Monday	bankcheck	22568	dairy
69110	23-Dec-97	Tuesday	money	11849	beer
69774	10-Dec-97	Wednesday	money	25448	wine
70018	23-Dec-97	Tuesday	bankcheck	42800	dairy
70182	22-Dec-97	Monday	card	11300	canned
70998	22-Dec-97	Monday	card	3651	fish
71254	23-Dec-97	Tuesday	bankcheck	17184	frozen_meals
71276	05-Dec-97	Friday	card	36339	beer
71343	17-Dec-97	Wednesday	money	48275	frozen_meals
71600	26-Dec-97	Friday	bankcheck	47323	canned
71652	17-Dec-97	Wednesday	card	34069	beer
71887	11-Dec-97	Thursday	money	3007	wine
72979	01-Dec-97	Monday	bankcheck	21361	clothes
73480	10-Dec-97	Wednesday	bankcheck	13976	beer
74314	29-Dec-97	Monday	card	38703	frozen_meals
74463	23-Dec-97	Tuesday	card	16707	canned
75815	05-Dec-97	Friday	card	19193	clothes
76095	05-Dec-97	Friday	bankcheck	28002	canned
77218	09-Dec-97	Tuesday	card	38272	dairy
77419	21-Dec-97	Sunday	card	29740	clothes
78357	07-Dec-97	Sunday	card	28848	frozen_meals
78363	09-Dec-97	Tuesday	card	49413	charcuterie
78428	03-Dec-97	Wednesday	card	12379	frozen_meals
78626	27-Dec-97	Saturday	money	33097	frozen_meals
78967	03-Dec-97	Wednesday	bankcheck	3617	beer
79632	01-Dec-97	Monday	card	12536	charcuterie
80306	15-Dec-97	Monday	money	31996	wine
80728	08-Dec-97	Monday	money	21265	meat
80954	24-Dec-97	Wednesday	money	13973	charcuterie
81034	21-Dec-97	Sunday	bankcheck	20951	meat
81487	02-Dec-97	Tuesday	bankcheck	20077	beer
81836	18-Dec-97	Thursday	bankcheck	32952	spirit drinks
82096	29-Dec-97	Monday	money	44539	clothes
82801	12-Dec-97	Friday	card	42544	frozen_meals
83102	19-Dec-97	Friday	money	48008	beer
84042	19-Dec-97	Friday	money	18185	beer
84092	11-Dec-97	Thursday	card	34850	spirit drinks
84180	18-Dec-97	Thursday	bankcheck	10423	beer
84902	05-Dec-97	Friday	card	44999	frozen_meals
84903	23-Dec-97	Tuesday	card	32805	spirit drinks
85259	12-Dec-97	Friday	card	40930	frozen_meals
86044	12-Dec-97	Friday	card	30543	spirit drinks
86217	26-Dec-97	Friday	card	19538	canned
86331	09-Dec-97	Tuesday	card	45452	dairy
86350	26-Dec-97	Friday	card	1218	spirit drinks
87101	04-Dec-97	Thursday	bankcheck	23097	clothes
87151	25-Dec-97	Thursday	bankcheck	44118	clothes
87450	09-Dec-97	Tuesday	card	48205	fish
87482	04-Dec-97	Thursday	card	4010	fruitvegs
87793	16-Dec-97	Tuesday	money	46884	wine
87953	12-Dec-97	Friday	card	16210	dairy
88176	15-Dec-97	Monday	card	34537	wine
88549	20-Dec-97	Saturday	card	37593	fish
89041	24-Dec-97	Wednesday	bankcheck	2508	beer
89460	25-Dec-97	Thursday	money	33419	frozen_meals
89485	20-Dec-97	Saturday	money	18322	meat
89958	29-Dec-97	Monday	money	34424	clothes
90360	10-Dec-97	Wednesday	money	15137	frozen_meals
90462	28-Dec-97	Sunday	money	10073	canned
90730	17-Dec-97	Wednesday	money	29500	spirit drinks
90911	11-Dec-97	Thursday	money	30521	frozen_meals
91074	19-Dec-97	Friday	card	46564	canned
91972	27-Dec-97	Saturday	card	49158	fruitvegs
92868	17-Dec-97	Wednesday	bankcheck	48355	wine
93304	28-Dec-97	Sunday	card	42457	frozen_meals
93469	19-Dec-97	Friday	bankcheck	32766	fruitvegs
93920	02-Dec-97	Tuesday	card	22539	charcuterie
94004	04-Dec-97	Thursday	card	43868	frozen_meals
94231	26-Dec-97	Friday	money	27261	frozen_meals
94341	27-Dec-97	Saturday	card	22462	charcuterie
94467	19-Dec-97	Friday	money	18959	frozen_meals
94531	21-Dec-97	Sunday	money	32765	meat
95354	05-Dec-97	Friday	bankcheck	35397	charcuterie
95604	06-Dec-97	Saturday	bankcheck	23506	charcuterie
95655	20-Dec-97	Saturday	money	25580	spirit drinks
95887	25-Dec-97	Thursday	money	43196	charcuterie
95915	20-Dec-97	Saturday	money	17313	beer
96078	20-Dec-97	Saturday	money	10461	clothes
96289	22-Dec-97	Monday	card	16136	beer
96694	18-Dec-97	Thursday	card	28276	beer
96881	29-Dec-97	Monday	card	14611	canned
96982	29-Dec-97	Monday	card	15496	frozen_meals
97287	23-Dec-97	Tuesday	bankcheck	35371	canned
98023	10-Dec-97	Wednesday	card	26365	fish
98204	07-Dec-97	Sunday	bankcheck	18442	frozen_meals
98352	14-Dec-97	Sunday	card	46063	fish
98383	28-Dec-97	Sunday	money	33864	meat
98809	24-Dec-97	Wednesday	card	45590	frozen_meals
99575	11-Dec-97	Thursday	card	19213	frozen_meals
100256	27-Dec-97	Saturday	bankcheck	11910	charcuterie
100328	02-Dec-97	Tuesday	bankcheck	30410	fish
100754	01-Dec-97	Monday	bankcheck	11329	fish
100918	27-Dec-97	Saturday	money	185	canned
101031	01-Dec-97	Monday	card	47521	canned
101100	24-Dec-97	Wednesday	card	18959	charcuterie
101544	12-Dec-97	Friday	card	38566	meat
101699	13-Dec-97	Saturday	card	15119	meat
101722	21-Dec-97	Sunday	bankcheck	15723	frozen_meals
102215	25-Dec-97	Thursday	money	13165	frozen_meals
102887	21-Dec-97	Sunday	bankcheck	33316	frozen_meals
103087	12-Dec-97	Friday	money	3858	frozen_meals
103325	25-Dec-97	Thursday	card	46228	frozen_meals
103385	05-Dec-97	Friday	money	22830	fruitvegs
103473	14-Dec-97	Sunday	bankcheck	25034	frozen_meals
104554	27-Dec-97	Saturday	money	19063	canned
104722	10-Dec-97	Wednesday	card	33668	charcuterie
105429	27-Dec-97	Saturday	money	1529	fruitvegs
105601	21-Dec-97	Sunday	card	40765	beer
105829	06-Dec-97	Saturday	bankcheck	27084	frozen_meals
106044	02-Dec-97	Tuesday	card	36134	wine
106499	14-Dec-97	Sunday	money	26959	charcuterie
106522	23-Dec-97	Tuesday	bankcheck	1001	frozen_meals
106531	14-Dec-97	Sunday	money	11658	dairy
106654	02-Dec-97	Tuesday	bankcheck	47956	spirit drinks
107314	14-Dec-97	Sunday	money	42935	beer
107728	01-Dec-97	Monday	bankcheck	16960	frozen_meals
108764	16-Dec-97	Tuesday	money	44629	beer
109672	16-Dec-97	Tuesday	card	16530	frozen_meals
109798	22-Dec-97	Monday	money	1513	frozen_meals
109884	23-Dec-97	Tuesday	card	35822	frozen_meals
10236	07-Dec-97	Sunday	money	42057	beer
10360	08-Dec-97	Monday	bankcheck	27401	fish
10451	05-Dec-97	Friday	bankcheck	15017	clothes
10645	09-Dec-97	Tuesday	card	18480	frozen_meals
10872	07-Dec-97	Sunday	money	20618	charcuterie
10944	08-Dec-97	Monday	card	45328	canned
11220	03-Dec-97	Wednesday	card	23632	frozen_meals
11241	18-Dec-97	Thursday	bankcheck	33890	charcuterie
11357	09-Dec-97	Tuesday	money	1075	beer
12547	27-Dec-97	Saturday	card	32307	canned
12582	03-Dec-97	Wednesday	money	25601	beer
12584	13-Dec-97	Saturday	card	46632	charcuterie
12782	20-Dec-97	Saturday	bankcheck	31330	beer
13722	14-Dec-97	Sunday	card	36217	charcuterie
13747	11-Dec-97	Thursday	card	12337	beer
14301	15-Dec-97	Monday	money	39917	charcuterie
14630	15-Dec-97	Monday	money	19579	charcuterie
14743	15-Dec-97	Monday	money	21681	charcuterie
14875	19-Dec-97	Friday	bankcheck	18515	charcuterie
14912	25-Dec-97	Thursday	bankcheck	39156	beer
15068	12-Dec-97	Friday	bankcheck	17895	charcuterie
15099	14-Dec-97	Sunday	card	11273	frozen_meals
15306	01-Dec-97	Monday	money	22325	beer
15663	21-Dec-97	Sunday	card	45190	charcuterie
15882	04-Dec-97	Thursday	money	20704	charcuterie
16220	23-Dec-97	Tuesday	bankcheck	34787	spirit drinks
17064	24-Dec-97	Wednesday	bankcheck	15326	beer
17110	08-Dec-97	Monday	money	12721	beer
17470	30-Dec-97	Tuesday	money	19076	dairy
17571	13-Dec-97	Saturday	card	153	frozen_meals
17830	25-Dec-97	Thursday	card	28020	fish
18517	08-Dec-97	Monday	card	42509	charcuterie
18708	10-Dec-97	Wednesday	money	30787	fish
18724	11-Dec-97	Thursday	money	49178	beer
18917	06-Dec-97	Saturday	card	47935	frozen_meals
19209	19-Dec-97	Friday	card	4637	canned
19211	18-Dec-97	Thursday	card	35954	charcuterie
19519	20-Dec-97	Saturday	card	12408	clothes
20556	26-Dec-97	Friday	card	20410	dairy
20991	22-Dec-97	Monday	card	37508	frozen_meals
21187	02-Dec-97	Tuesday	bankcheck	20574	beer
21814	26-Dec-97	Friday	card	22374	charcuterie
23682	29-Dec-97	Monday	bankcheck	29718	frozen_meals
23845	01-Dec-97	Monday	card	12423	beer
24686	07-Dec-97	Sunday	card	38278	fish
26061	27-Dec-97	Saturday	money	47054	fruitvegs
26885	22-Dec-97	Monday	money	33186	charcuterie
27306	02-Dec-97	Tuesday	bankcheck	17391	clothes
27462	16-Dec-97	Tuesday	money	39748	spirit drinks
27496	04-Dec-97	Thursday	card	16327	clothes
27673	09-Dec-97	Tuesday	money	37565	frozen_meals
27682	01-Dec-97	Monday	bankcheck	18296	beer
27694	12-Dec-97	Friday	card	24895	charcuterie
27766	18-Dec-97	Thursday	card	40077	beer
28081	27-Dec-97	Saturday	card	26112	fruitvegs
28233	29-Dec-97	Monday	money	40811	beer
28427	03-Dec-97	Wednesday	bankcheck	12974	charcuterie
28597	02-Dec-97	Tuesday	card	19205	beer
28629	04-Dec-97	Thursday	money	44811	clothes
28803	26-Dec-97	Friday	bankcheck	41900	frozen_meals
28977	27-Dec-97	Saturday	card	37266	meat
29095	29-Dec-97	Monday	bankcheck	46710	beer
29224	15-Dec-97	Monday	card	40948	beer
29316	12-Dec-97	Friday	card	34521	spirit drinks
29944	04-Dec-97	Thursday	money	42898	beer
30132	29-Dec-97	Monday	money	23936	charcuterie
30243	21-Dec-97	Sunday	money	30392	meat
31011	14-Dec-97	Sunday	card	39563	canned
31046	27-Dec-97	Saturday	money	16585	meat
32160	15-Dec-97	Monday	money	19718	clothes
32182	30-Dec-97	Tuesday	money	13327	charcuterie
32408	04-Dec-97	Thursday	money	38571	beer
32646	30-Dec-97	Tuesday	bankcheck	2653	charcuterie
33167	28-Dec-97	Sunday	money	24218	charcuterie
33622	14-Dec-97	Sunday	money	39238	fruitvegs
34750	16-Dec-97	Tuesday	card	21904	beer
35197	09-Dec-97	Tuesday	money	40340	charcuterie
35262	23-Dec-97	Tuesday	bankcheck	26251	wine
36190	23-Dec-97	Tuesday	bankcheck	28413	frozen_meals
36191	08-Dec-97	Monday	bankcheck	46428	frozen_meals
36405	29-Dec-97	Monday	bankcheck	34822	beer
36927	19-Dec-97	Friday	bankcheck	20181	beer
36951	01-Dec-97	Monday	bankcheck	12953	clothes
37114	28-Dec-97	Sunday	money	48040	charcuterie
37166	10-Dec-97	Wednesday	card	16484	beer
38097	13-Dec-97	Saturday	money	37138	frozen_meals
38608	13-Dec-97	Saturday	card	42733	charcuterie
38645	11-Dec-97	Thursday	money	47210	wine
38723	26-Dec-97	Friday	bankcheck	1716	fish
38765	25-Dec-97	Thursday	money	22203	charcuterie
39081	28-Dec-97	Sunday	bankcheck	47581	frozen_meals
39817	03-Dec-97	Wednesday	money	13200	beer
39952	08-Dec-97	Monday	card	35337	frozen_meals
39970	01-Dec-97	Monday	bankcheck	46741	canned
40659	09-Dec-97	Tuesday	card	275	canned
40949	30-Dec-97	Tuesday	money	1012	canned
41805	14-Dec-97	Sunday	money	48579	fish
42381	24-Dec-97	Wednesday	money	46062	beer
42778	23-Dec-97	Tuesday	money	35281	canned
43401	17-Dec-97	Wednesday	money	29441	dairy
43550	25-Dec-97	Thursday	money	10536	charcuterie
43800	27-Dec-97	Saturday	card	44283	canned
44235	24-Dec-97	Wednesday	money	27727	charcuterie
44294	29-Dec-97	Monday	money	38531	beer
44452	30-Dec-97	Tuesday	card	12610	fruitvegs
44775	03-Dec-97	Wednesday	bankcheck	23574	dairy
46054	09-Dec-97	Tuesday	card	14281	charcuterie
46278	07-Dec-97	Sunday	card	34008	charcuterie
47598	02-Dec-97	Tuesday	card	42943	wine
47638	23-Dec-97	Tuesday	money	2567	charcuterie
47923	19-Dec-97	Friday	card	2604	charcuterie
48783	05-Dec-97	Friday	card	246	charcuterie
49861	11-Dec-97	Thursday	money	38849	beer
50064	30-Dec-97	Tuesday	card	47082	fish
50104	07-Dec-97	Sunday	money	2560	fruitvegs
50961	23-Dec-97	Tuesday	money	24028	charcuterie
51732	08-Dec-97	Monday	money	41070	charcuterie
51916	12-Dec-97	Friday	money	24743	beer
51939	05-Dec-97	Friday	card	43242	charcuterie
51979	14-Dec-97	Sunday	card	20528	canned
52011	14-Dec-97	Sunday	money	39120	charcuterie
52421	20-Dec-97	Saturday	card	31736	fruitvegs
53959	24-Dec-97	Wednesday	money	40868	clothes
54152	27-Dec-97	Saturday	card	2060	beer
54172	30-Dec-97	Tuesday	bankcheck	10402	dairy
54180	07-Dec-97	Sunday	money	43037	beer
54462	21-Dec-97	Sunday	money	38839	frozen_meals
55091	12-Dec-97	Friday	money	40227	charcuterie
55652	15-Dec-97	Monday	card	41717	charcuterie
56034	07-Dec-97	Sunday	money	41271	frozen_meals
56851	12-Dec-97	Friday	card	21641	frozen_meals
56885	14-Dec-97	Sunday	bankcheck	33569	beer
57102	20-Dec-97	Saturday	money	19910	canned
57851	23-Dec-97	Tuesday	money	2956	beer
58388	19-Dec-97	Friday	bankcheck	18770	meat
58803	15-Dec-97	Monday	bankcheck	11292	frozen_meals
59071	21-Dec-97	Sunday	bankcheck	28077	dairy
59297	17-Dec-97	Wednesday	bankcheck	49357	canned
59349	21-Dec-97	Sunday	card	28493	spirit drinks
59439	03-Dec-97	Wednesday	money	20778	fruitvegs
59580	09-Dec-97	Tuesday	money	40878	canned
59590	17-Dec-97	Wednesday	card	27983	spirit drinks
59599	16-Dec-97	Tuesday	money	27488	beer
60153	16-Dec-97	Tuesday	card	4716	beer
60159	19-Dec-97	Friday	card	43218	charcuterie
60890	25-Dec-97	Thursday	card	44632	fish
61011	04-Dec-97	Thursday	money	18125	charcuterie
61342	28-Dec-97	Sunday	money	26589	canned
61789	10-Dec-97	Wednesday	money	14352	charcuterie
61869	27-Dec-97	Saturday	money	31801	fruitvegs
62060	03-Dec-97	Wednesday	card	40702	frozen_meals
62175	29-Dec-97	Monday	money	17918	dairy
