ItemCode,ItemDescription,CategoryCode,SubCategoryCode,BrandCode,UpmarketFlag
I0000000356,LOT - LOTAMP1,MHFI,PAMPL,BLOT,F
I0000000357,LOT - LOTAMP2,MHFI,PAMPL,BLOT,F
I0000000358,LOT - LOTAMP3,MHFI,PAMPL,BLOT,F
I0000000359,MICHELS - MDSGT-43,MHFI,PAMPL,BMICHELS,F
I0000000360,MICHELS - MDGTR-65,MHFI,PAMPL,BMICHELS,F
I0000000361,VANHODGSON - VH-XD-324,MHFI,PAMPL,BVNHODGSN,F
I0000000362,VANHODGSON - VH-XD-55S,MHFI,PAMPL,BVNHODGSN,F
I0000000363,VANHODGSON - VH-XD-323,MHFI,PAMPL,BVNHODGSN,F
I0000000364,BISHOPS - BCP-310,MHFI,PCASP,BBISHOPS,F
I0000000365,BISHOPS - BCP-310X,MHFI,PCASP,BBISHOPS,F
I0000000366,BISHOPS - BCP-410,MHFI,PCASP,BBISHOPS,F
I0000000367,BISHOPS - BCP-410X,MHFI,PCASP,BBISHOPS,F
I0000000368,BISHOPS - BCP-510,MHFI,PCASP,BBISHOPS,F
I0000000369,BODI - CAS 4554-X,MHFI,PCASP,BBODI,F
I0000000370,BODI - CAS 1234-Z,MHFI,PCASP,BBODI,F
I0000000371,BODI - CAS 4545-Y,MHFI,PCASP,BBODI,F
I0000000372,BODI - CAS 3423-X,MHFI,PCASP,BBODI,F
I0000000373,BOP - GF-676-Y,MHFI,PCASP,BBOP,F
I0000000374,BOP - RE-777-J,MHFI,PCASP,BBOP,F
I0000000375,BOP - JR-553-T,MHFI,PCASP,BBOP,F
I0000000376,BOP - WE-762-J,MHFI,PCASP,BBOP,F
I0000000377,BOP - FI-238-J,MHFI,PCASP,BBOP,F
I0000000378,BOP - DE-434-F,MHFI,PCASP,BBOP,F
I0000000379,BUNDY - 123CAS,MHFI,PCASP,BBUNDY,T
I0000000380,BUNDY - 234CAS,MHFI,PCASP,BBUNDY,T
I0000000381,BUNDY - 345CAS,MHFI,PCASP,BBUNDY,T
I0000000382,BUNDY - 456CAS,MHFI,PCASP,BBUNDY,T
I0000000383,BUNDY - 567CAS,MHFI,PCASP,BBUNDY,T
I0000000384,GAPSONIC - GSC-4356,MHFI,PCASP,BGAPSONIC,T
I0000000385,GAPSONIC - GSC-6543,MHFI,PCASP,BGAPSONIC,T
I0000000386,GAPSONIC - GSC-1254,MHFI,PCASP,BGAPSONIC,T
I0000000387,LOT - LOTCPR1,MHFI,PCASP,BLOT,F
I0000000388,LOT - LOTCPR2,MHFI,PCASP,BLOT,F
I0000000389,LOT - LOTCPR3,MHFI,PCASP,BLOT,F
I0000000390,MICHELS - MDGTE-54,MHFI,PCASP,BMICHELS,F
I0000000391,MICHELS - MDSWE-54,MHFI,PCASP,BMICHELS,F
I0000000392,MICHELS - MDYJW-65,MHFI,PCASP,BMICHELS,F
I0000000393,MICHELS - MDOIY-56,MHFI,PCASP,BMICHELS,F
I0000000394,VANHODGSON - VH-XP-33R,MHFI,PCASP,BVNHODGSN,F
I0000000395,VANHODGSON - VH-XP-64R,MHFI,PCASP,BVNHODGSN,F
I0000000396,VANHODGSON - VH-XP-12S,MHFI,PCASP,BVNHODGSN,F
I0000000397,BISHOPS - BCD-123,MHFI,PCDPL,BBISHOPS,F
I0000000398,BISHOPS - BCD-124,MHFI,PCDPL,BBISHOPS,F
I0000000399,BISHOPS - BCD-125,MHFI,PCDPL,BBISHOPS,F
I0000000400,BISHOPS - BCD-126,MHFI,PCDPL,BBISHOPS,F
I0000000401,BISHOPS - BCD-127,MHFI,PCDPL,BBISHOPS,F
I0000000402,BISHOPS - BCD-128,MHFI,PCDPL,BBISHOPS,F
I0000000403,BODI - CD 2222-X,MHFI,PCDPL,BBODI,F
I0000000404,BODI - CD 3333-Y,MHFI,PCDPL,BBODI,F
I0000000405,BODI - CD 4444-Z,MHFI,PCDPL,BBODI,F
I0000000406,BODI - CD 5555-X,MHFI,PCDPL,BBODI,F
I0000000407,BODI - CD 6666-Y,MHFI,PCDPL,BBODI,F
I0000000408,BOP - DE-543-X,MHFI,PCDPL,BBOP,F
I0000000409,BOP - XE-567-S,MHFI,PCDPL,BBOP,F
I0000000410,BOP - HG-651-D,MHFI,PCDPL,BBOP,F
I0000000411,BOP - YS-765-G,MHFI,PCDPL,BBOP,F
I0000000412,BOP - JE-656-Y,MHFI,PCDPL,BBOP,F
I0000000413,BOP - LI-676-K,MHFI,PCDPL,BBOP,F
I0000000414,BOP - SD-455-F,MHFI,PCDPL,BBOP,F
I0000000415,BUNDY - 123CD,MHFI,PCDPL,BBUNDY,T
I0000000416,BUNDY - 234CD,MHFI,PCDPL,BBUNDY,T
I0000000417,BUNDY - 345CD,MHFI,PCDPL,BBUNDY,T
I0000000418,BUNDY - 456CD,MHFI,PCDPL,BBUNDY,T
I0000000419,BUNDY - 567CD,MHFI,PCDPL,BBUNDY,T
I0000000420,BUNDY - 678CD,MHFI,PCDPL,BBUNDY,T
I0000000421,BUNDY - 789CD,MHFI,PCDPL,BBUNDY,T
I0000000422,GAPSONIC - GSD-5543,MHFI,PCDPL,BGAPSONIC,T
I0000000423,GAPSONIC - GSD-5443,MHFI,PCDPL,BGAPSONIC,T
I0000000424,GAPSONIC - GSD-4432,MHFI,PCDPL,BGAPSONIC,T
I0000000425,GAPSONIC - GSD-6312,MHFI,PCDPL,BGAPSONIC,T
I0000000426,GAPSONIC - GSD-6543,MHFI,PCDPL,BGAPSONIC,T
I0000000427,GAPSONIC - GSD-7654,MHFI,PCDPL,BGAPSONIC,T
I0000000428,GAPSONIC - GSD-6534,MHFI,PCDPL,BGAPSONIC,T
I0000000429,LOT - LOTCDP1,MHFI,PCDPL,BLOT,F
I0000000430,LOT - LOTCDP2,MHFI,PCDPL,BLOT,F
I0000000431,LOT - LOTCDP3,MHFI,PCDPL,BLOT,F
I0000000432,MICHELS - MDJYT-65,MHFI,PCDPL,BMICHELS,F
I0000000433,MICHELS - MDDEW-30,MHFI,PCDPL,BMICHELS,F
I0000000434,MICHELS - MDWWS-78,MHFI,PCDPL,BMICHELS,F
I0000000435,VANHODGSON - VH-HD-63H,MHFI,PCDPL,BVNHODGSN,F
I0000000436,VANHODGSON - VH-HD-34T,MHFI,PCDPL,BVNHODGSN,F
I0000000437,VANHODGSON - VH-HD-24I,MHFI,PCDPL,BVNHODGSN,F
I0000000438,BISHOPS - MW255,MHFI,PMUSC,BBISHOPS,F
I0000000439,BISHOPS - MW344,MHFI,PMUSC,BBISHOPS,F
I0000000440,BISHOPS - MW123,MHFI,PMUSC,BBISHOPS,F
I0000000441,BISHOPS - SL542,MHFI,PMUSC,BBISHOPS,F
I0000000442,BISHOPS - SL634X,MHFI,PMUSC,BBISHOPS,F
I0000000443,BISHOPS - SL222,MHFI,PMUSC,BBISHOPS,F
I0000000444,BISHOPS - EM546,MHFI,PMUSC,BBISHOPS,F
I0000000445,BISHOPS - EM654,MHFI,PMUSC,BBISHOPS,F
I0000000446,BISHOPS - EM 654,MHFI,PMUSC,BBISHOPS,F
I0000000447,BISHOPS - EM777S,MHFI,PMUSC,BBISHOPS,F
I0000000448,BODI - SYS 123-XS,MHFI,PMUSC,BBODI,F
I0000000449,BODI - SYS 546-GT,MHFI,PMUSC,BBODI,F
I0000000450,BODI - SYS 712-YT,MHFI,PMUSC,BBODI,F
I0000000451,BODI - SYS 777-ZZ,MHFI,PMUSC,BBODI,F
I0000000452,BODI - SYS 876-GW,MHFI,PMUSC,BBODI,F
I0000000453,BODI - SYS 768-NB,MHFI,PMUSC,BBODI,F
I0000000454,BODI - SYS 989-PO,MHFI,PMUSC,BBODI,F
I0000000455,BOP - WA-656-T,MHFI,PMUSC,BBOP,F
I0000000456,BOP - EE-754-N,MHFI,PMUSC,BBOP,F
I0000000457,BOP - FY-345-N,MHFI,PMUSC,BBOP,F
I0000000458,BOP - WE-338-R,MHFI,PMUSC,BBOP,F
I0000000459,BOP - KJ-345-E,MHFI,PMUSC,BBOP,F
I0000000460,BOP - IS-345-D,MHFI,PMUSC,BBOP,F
I0000000461,BOP - IT-665-T,MHFI,PMUSC,BBOP,F
I0000000462,BOP - NE-767-X,MHFI,PMUSC,BBOP,F
I0000000463,BUNDY - 123MC,MHFI,PMUSC,BBUNDY,T
I0000000464,BUNDY - 234MC,MHFI,PMUSC,BBUNDY,T
I0000000465,BUNDY - 345MC,MHFI,PMUSC,BBUNDY,T
I0000000466,BUNDY - 456MC,MHFI,PMUSC,BBUNDY,T
I0000000467,BUNDY - 567MC,MHFI,PMUSC,BBUNDY,T
I0000000468,BUNDY - 678MC,MHFI,PMUSC,BBUNDY,T
I0000000469,BUNDY - 789MC,MHFI,PMUSC,BBUNDY,T
I0000000470,GAPSONIC - GSM-3376,MHFI,PMUSC,BGAPSONIC,T
I0000000471,GAPSONIC - GSM-7654,MHFI,PMUSC,BGAPSONIC,T
I0000000472,GAPSONIC - GSM-7890,MHFI,PMUSC,BGAPSONIC,T
I0000000473,GAPSONIC - GSM-1209,MHFI,PMUSC,BGAPSONIC,T
I0000000474,GAPSONIC - GSM-5601,MHFI,PMUSC,BGAPSONIC,T
I0000000475,LOT - LOTMSC1,MHFI,PMUSC,BLOT,F
I0000000476,LOT - LOTMSC2,MHFI,PMUSC,BLOT,F
I0000000477,LOT - LOTMSC3,MHFI,PMUSC,BLOT,F
I0000000478,MICHELS - MDUYU-62,MHFI,PMUSC,BMICHELS,F
I0000000479,MICHELS - MDONS-47,MHFI,PMUSC,BMICHELS,F
I0000000480,MICHELS - MDSJD-33,MHFI,PMUSC,BMICHELS,F
I0000000481,VANHODGSON - VH-SD-36Y,MHFI,PMUSC,BVNHODGSN,F
I0000000482,VANHODGSON - VH-SD-78T,MHFI,PMUSC,BVNHODGSN,F
I0000000483,VANHODGSON - VH-SD-34H,MHFI,PMUSC,BVNHODGSN,F
I0000000484,BISHOPS - BPC-4040,MHFI,PPERS,BBISHOPS,F
I0000000485,BISHOPS - BPC-5040,MHFI,PPERS,BBISHOPS,F
I0000000486,BISHOPS - BPC-6040,MHFI,PPERS,BBISHOPS,F
I0000000487,BISHOPS - BPA-4300,MHFI,PPERS,BBISHOPS,F
I0000000488,BISHOPS - BPA-4400,MHFI,PPERS,BBISHOPS,F
I0000000489,BODI - PCD 6556X,MHFI,PPERS,BBODI,F
I0000000490,BODI - PCD 2323Z,MHFI,PPERS,BBODI,F
I0000000491,BODI - PCD 2424X,MHFI,PPERS,BBODI,F
I0000000492,BODI - PCS 123,MHFI,PPERS,BBODI,F
I0000000493,BODI - PCS 234,MHFI,PPERS,BBODI,F
I0000000494,BODI - PCS 345,MHFI,PPERS,BBODI,F
I0000000495,BODI - PCS 456,MHFI,PPERS,BBODI,F
I0000000496,BODI - PCS 567,MHFI,PPERS,BBODI,F
I0000000497,BOP - TE-643-T,MHFI,PPERS,BBOP,F
I0000000498,BOP - YE-776-Y,MHFI,PPERS,BBOP,F
I0000000499,BOP - NE-256-B,MHFI,PPERS,BBOP,F
I0000000500,BOP - DE-785-B,MHFI,PPERS,BBOP,F
I0000000501,BOP - GR-567-B,MHFI,PPERS,BBOP,F
I0000000502,BOP - WM-627-F,MHFI,PPERS,BBOP,F
I0000000503,BOP - WE-568-J,MHFI,PPERS,BBOP,F
I0000000504,BUNDY - 123PER,MHFI,PPERS,BBUNDY,T
I0000000505,BUNDY - 234PER,MHFI,PPERS,BBUNDY,T
I0000000506,BUNDY - 345PER,MHFI,PPERS,BBUNDY,T
I0000000507,BUNDY - 456PER,MHFI,PPERS,BBUNDY,T
I0000000508,BUNDY - 567PER,MHFI,PPERS,BBUNDY,T
I0000000509,GAPSONIC - GSP-4554,MHFI,PPERS,BGAPSONIC,T
I0000000510,GAPSONIC - GSP-6565,MHFI,PPERS,BGAPSONIC,T
I0000000511,GAPSONIC - GSP-7654,MHFI,PPERS,BGAPSONIC,T
I0000000512,GAPSONIC - GSP-8970,MHFI,PPERS,BGAPSONIC,T
I0000000513,LOT - LOTPER1,MHFI,PPERS,BLOT,F
I0000000514,LOT - LOTPER2,MHFI,PPERS,BLOT,F
I0000000515,LOT - LOTPER3,MHFI,PPERS,BLOT,F
I0000000516,MICHELS - MDWWS-65,MHFI,PPERS,BMICHELS,F
I0000000517,MICHELS - MDOMG-65,MHFI,PPERS,BMICHELS,F
I0000000518,MICHELS - MDHHG-55,MHFI,PPERS,BMICHELS,F
I0000000519,VANHODGSON - VH-DF-67D,MHFI,PPERS,BVNHODGSN,F
I0000000520,VANHODGSON - VH-DF-33H,MHFI,PPERS,BVNHODGSN,F
I0000000521,VANHODGSON - VH-DF-58Q,MHFI,PPERS,BVNHODGSN,F
I0000000522,VANHODGSON - VH-DF-35A,MHFI,PPERS,BVNHODGSN,F
I0000000523,BISHOPS - BPM-2120,MHFI,PPMUS,BBISHOPS,F
I0000000524,BISHOPS - BPM-2220,MHFI,PPMUS,BBISHOPS,F
I0000000525,BISHOPS - BPM-3400,MHFI,PPMUS,BBISHOPS,F
I0000000526,BISHOPS - BPM-4400,MHFI,PPMUS,BBISHOPS,F
I0000000527,BODI - PMC 234,MHFI,PPMUS,BBODI,F
I0000000528,BODI - PMC 456,MHFI,PPMUS,BBODI,F
I0000000529,BOP - TE-654-G,MHFI,PPMUS,BBOP,F
I0000000530,BOP - FD-632-J,MHFI,PPMUS,BBOP,F
I0000000531,BOP - HS-523-H,MHFI,PPMUS,BBOP,F
I0000000532,BUNDY - 123PMC,MHFI,PPMUS,BBUNDY,T
I0000000533,BUNDY - 234PMC,MHFI,PPMUS,BBUNDY,T
I0000000534,BUNDY - 345PMC,MHFI,PPMUS,BBUNDY,T
I0000000535,GAPSONIC - GSC-4563,MHFI,PPMUS,BGAPSONIC,T
I0000000536,GAPSONIC - GSC-2343,MHFI,PPMUS,BGAPSONIC,T
I0000000537,GAPSONIC - GSC-5343,MHFI,PPMUS,BGAPSONIC,T
I0000000538,GAPSONIC - GSC-6523,MHFI,PPMUS,BGAPSONIC,T
I0000000539,LOT - LOTPMC1,MHFI,PPMUS,BLOT,F
I0000000540,LOT - LOTPMC2,MHFI,PPMUS,BLOT,F
I0000000541,LOT - LOTPMC3,MHFI,PPMUS,BLOT,F
I0000000542,MICHELS - MDVCB-22,MHFI,PPMUS,BMICHELS,F
I0000000543,MICHELS - MDGHJ-65,MHFI,PPMUS,BMICHELS,F
I0000000544,MICHELS - MDHHT-76,MHFI,PPMUS,BMICHELS,F
I0000000545,MICHELS - MDXNY-66,MHFI,PPMUS,BMICHELS,F
I0000000546,VANHODGSON - VH-RT-35H,MHFI,PPMUS,BVNHODGSN,F
I0000000547,VANHODGSON - VH-RT-34K,MHFI,PPMUS,BVNHODGSN,F
I0000000548,BODI - PRR 444,MHFI,PPRAD,BBODI,F
I0000000549,BODI - PRR 555,MHFI,PPRAD,BBODI,F
I0000000550,BODI - PRR 666,MHFI,PPRAD,BBODI,F
I0000000551,BODI - PRR 777,MHFI,PPRAD,BBODI,F
I0000000552,BOP - HS-768-J,MHFI,PPRAD,BBOP,F
I0000000553,BOP - HO-532-I,MHFI,PPRAD,BBOP,F
I0000000554,BUNDY - 123POR,MHFI,PPRAD,BBUNDY,T
I0000000555,BUNDY - 234POR,MHFI,PPRAD,BBUNDY,T
I0000000556,BUNDY - 345POR,MHFI,PPRAD,BBUNDY,T
I0000000557,BUNDY - 456POR,MHFI,PPRAD,BBUNDY,T
I0000000558,BUNDY - 567POR,MHFI,PPRAD,BBUNDY,T
I0000000559,GAPSONIC - GSR-5423,MHFI,PPRAD,BGAPSONIC,T
I0000000560,GAPSONIC - GSR-7688,MHFI,PPRAD,BGAPSONIC,T
I0000000561,LOT - LOTPRR1,MHFI,PPRAD,BLOT,F
I0000000562,LOT - LOTPRR2,MHFI,PPRAD,BLOT,F
I0000000563,LOT - LOTPRR3,MHFI,PPRAD,BLOT,F
I0000000564,MICHELS - MDWSR-45,MHFI,PPRAD,BMICHELS,F
I0000000565,MICHELS - MDZDF-65,MHFI,PPRAD,BMICHELS,F
I0000000566,MICHELS - MDRTL-22,MHFI,PPRAD,BMICHELS,F
I0000000567,VANHODGSON - VH-FR-87K,MHFI,PPRAD,BVNHODGSN,F
I0000000568,BISHOPS - BTT-1245SX,MHFI,PTURN,BBISHOPS,F
I0000000569,BODI - TRN 234,MHFI,PTURN,BBODI,F
I0000000570,BOP - TW-534-T,MHFI,PTURN,BBOP,F
I0000000571,BOP - NS-742-J,MHFI,PTURN,BBOP,F
I0000000572,BOP - GW-764-H,MHFI,PTURN,BBOP,F
I0000000573,BOP - GW-935-D,MHFI,PTURN,BBOP,F
I0000000574,BUNDY - 123TRN,MHFI,PTURN,BBUNDY,T
I0000000575,BUNDY - 234TRN,MHFI,PTURN,BBUNDY,T
I0000000576,BUNDY - 345TRN,MHFI,PTURN,BBUNDY,T
I0000000577,GAPSONIC - GST-2233,MHFI,PTURN,BGAPSONIC,T
I0000000578,GAPSONIC - GST-4455,MHFI,PTURN,BGAPSONIC,T
I0000000579,GAPSONIC - GST-5522,MHFI,PTURN,BGAPSONIC,T
I0000000580,LOT - LOTTRN1,MHFI,PTURN,BLOT,F
I0000000581,LOT - LOTTRN2,MHFI,PTURN,BLOT,F
I0000000582,LOT - LOTTRN3,MHFI,PTURN,BLOT,F
I0000000583,MICHELS - MDDDE-34,MHFI,PTURN,BMICHELS,F
I0000000584,VANHODGSON - VH-YU-26T,MHFI,PTURN,BVNHODGSN,F
I0000000585,VANHODGSON - VH-YU-75T,MHFI,PTURN,BVNHODGSN,F
I0000000586,VANHODGSON - VH-YU-36T,MHFI,PTURN,BVNHODGSN,F
I0000000587,BISHOPS - BTU-21,MHFI,PTUNE,BBISHOPS,F
I0000000588,BISHOPS - BTU-31,MHFI,PTUNE,BBISHOPS,F
I0000000589,BISHOPS - BTU-41,MHFI,PTUNE,BBISHOPS,F
I0000000590,BODI - TUN 543,MHFI,PTUNE,BBODI,F
I0000000591,BODI - TUN 432,MHFI,PTUNE,BBODI,F
I0000000592,BODI - TUN 321,MHFI,PTUNE,BBODI,F
I0000000593,BOP - FW-654-H,MHFI,PTUNE,BBOP,F
I0000000594,BOP - KW-554-J,MHFI,PTUNE,BBOP,F
I0000000595,BOP - LQ-545-N,MHFI,PTUNE,BBOP,F
I0000000596,BOP - FQ-645-T,MHFI,PTUNE,BBOP,F
I0000000597,BOP - TR-545-T,MHFI,PTUNE,BBOP,F
I0000000598,BUNDY - 123TUN,MHFI,PTUNE,BBUNDY,T
I0000000599,BUNDY - 234TUN,MHFI,PTUNE,BBUNDY,T
I0000000600,BUNDY - 345TUN,MHFI,PTUNE,BBUNDY,T
I0000000601,BUNDY - 456TUN,MHFI,PTUNE,BBUNDY,T
I0000000602,BUNDY - 567TUN,MHFI,PTUNE,BBUNDY,T
I0000000603,BUNDY - 678TUN,MHFI,PTUNE,BBUNDY,T
I0000000604,BUNDY - 789TUN,MHFI,PTUNE,BBUNDY,T
I0000000605,GAPSONIC - GSU-2233,MHFI,PTUNE,BGAPSONIC,T
I0000000606,GAPSONIC - GSU-6544,MHFI,PTUNE,BGAPSONIC,T
I0000000607,GAPSONIC - GSU-7676,MHFI,PTUNE,BGAPSONIC,T
I0000000608,GAPSONIC - GSU-7257,MHFI,PTUNE,BGAPSONIC,T
I0000000609,LOT - LOTTUN1,MHFI,PTUNE,BLOT,F
I0000000610,LOT - LOTTUN2,MHFI,PTUNE,BLOT,F
I0000000611,LOT - LOTTUN3,MHFI,PTUNE,BLOT,F
I0000000612,MICHELS - MDWER-45,MHFI,PTUNE,BMICHELS,F
I0000000613,MICHELS - MDGTR-67,MHFI,PTUNE,BMICHELS,F
I0000000614,VANHODGSON - VH-DS-35G,MHFI,PTUNE,BVNHODGSN,F
I0000000615,VANHODGSON - VH-DS-84H,MHFI,PTUNE,BVNHODGSN,F
I0000000616,VANHODGSON - VH-DS-26L,MHFI,PTUNE,BVNHODGSN,F
I0000000617,KIDISOFT - Count to Ten,MSWR,PEDUC,BKIDISOFT,F
I0000000618,KIDISOFT - Colors and Shapes,MSWR,PEDUC,BKIDISOFT,F
I0000000619,KIDISOFT - Very Tails,MSWR,PEDUC,BKIDISOFT,F
I0000000620,KIDISOFT - Barnyard Animals,MSWR,PEDUC,BKIDISOFT,F
I0000000621,KIDISOFT - AlphaBetCourse,MSWR,PEDUC,BKIDISOFT,F
I0000000622,DOCDARE - Packed Man,MSWR,PPCGM,BDOCDARE,F
I0000000623,KIDISOFT - Snakes and Ladders,MSWR,PPCGM,BKIDISOFT,F
I0000000624,KNOWARE - Street Lighter II,MSWR,PPCGM,BKNOWARE,F
I0000000625,MACROWARE - Pro Crossword,MSWR,PPCGM,BMACRWARE,F
I0000000626,OFFISOL - Olympic Trivia,MSWR,PPCGM,BOFFISOL,F
I0000000627,ORGANISOFT - World Cup Soccer,MSWR,PPCGM,BORGANISF,F
I0000000628,DOCDARE - Samurai Sushi,MSWR,PPCGM,BDOCDARE,F
I0000000629,KIDISOFT - Donky Toyz,MSWR,PPCGM,BKIDISOFT,F
I0000000630,KNOWARE - SpeedChaser 2000,MSWR,PPCGM,BKNOWARE,F
I0000000631,MACROWARE - LaserQuest,MSWR,PPCGM,BMACRWARE,F
I0000000632,DOCDARE - VirusFree Home Edition,MSWR,PHMSW,BDOCDARE,F
I0000000633,ORGANISOFT - RipIt,MSWR,PHMSW,BORGANISF,F
I0000000634,KNOWARE - HouseholdAccountant,MSWR,PHMSW,BKNOWARE,F
I0000000635,MACROWARE - DinerTime Recipes,MSWR,PHMSW,BMACRWARE,F
I0000000636,OFFISOL - PictureMaker,MSWR,PHMSW,BOFFISOL,F
I0000000637,ORGANISOFT - Chat with Ed,MSWR,PHMSW,BORGANISF,F
I0000000638,DOCDARE - VirusFree Professional Edition,MSWR,POFSW,BDOCDARE,F
I0000000639,ORGANISOFT - CRM in a Box,MSWR,POFSW,BORGANISF,F
I0000000640,KNOWARE - Electronic Accountant,MSWR,POFSW,BKNOWARE,F
I0000000641,MACROWARE - NetworkManager,MSWR,POFSW,BMACRWARE,F
I0000000642,OFFISOL - BackItUpBuddy,MSWR,POFSW,BOFFISOL,F
I0000000643,BUNDY - 123CAM,MTVV,PCAMC,BBUNDY,T
I0000000644,BUNDY - 234CAM,MTVV,PCAMC,BBUNDY,T
I0000000645,BUNDY - 345CAM,MTVV,PCAMC,BBUNDY,T
I0000000646,BUNDY - 456CAM,MTVV,PCAMC,BBUNDY,T
I0000000647,GAPSONIC - GSC-6453,MTVV,PCAMC,BGAPSONIC,T
I0000000648,GAPSONIC - GSC-6524,MTVV,PCAMC,BGAPSONIC,T
I0000000649,GAPSONIC - GSC-2345,MTVV,PCAMC,BGAPSONIC,T
I0000000650,GAPSONIC - GSC-7643,MTVV,PCAMC,BGAPSONIC,T
I0000000651,HUBISUBI - HUBCAM1,MTVV,PCAMC,BHUBISUBI,F
I0000000652,HUBISUBI - HUBCAM2,MTVV,PCAMC,BHUBISUBI,F
I0000000653,HUBISUBI - HUBCAM3,MTVV,PCAMC,BHUBISUBI,F
I0000000654,HUBISUBI - HUBCAM4,MTVV,PCAMC,BHUBISUBI,F
I0000000655,HUBISUBI - HUBCAM5,MTVV,PCAMC,BHUBISUBI,F
I0000000656,HUBISUBI - HUBCAM6,MTVV,PCAMC,BHUBISUBI,F
I0000000657,KOWALSKI - CAM345,MTVV,PCAMC,BKOWALSKI,F
I0000000658,KOWALSKI - CAM752,MTVV,PCAMC,BKOWALSKI,F
I0000000659,KOWALSKI - CAM643,MTVV,PCAMC,BKOWALSKI,F
I0000000660,KOWALSKI - CAM886,MTVV,PCAMC,BKOWALSKI,F
I0000000661,KOWALSKI - CAM264,MTVV,PCAMC,BKOWALSKI,F
I0000000662,KOWALSKI - CAM782,MTVV,PCAMC,BKOWALSKI,F
I0000000663,SHISHIBI - SH-466-C,MTVV,PCAMC,BSHISHIBI,F
I0000000664,SHISHIBI - SH-345-C,MTVV,PCAMC,BSHISHIBI,F
I0000000665,SHISHIBI - SH-455-C,MTVV,PCAMC,BSHISHIBI,F
I0000000666,SHISHIBI - SH-831-C,MTVV,PCAMC,BSHISHIBI,F
I0000000667,SHISHIBI - SH-632-C,MTVV,PCAMC,BSHISHIBI,F
I0000000668,SHISHIBI - SH-777-C,MTVV,PCAMC,BSHISHIBI,F
I0000000669,SHISHIBI - SH-936-C,MTVV,PCAMC,BSHISHIBI,F
I0000000670,TEKNODAN - 1532-FGF-76X,MTVV,PCAMC,BTEKNODAN,F
I0000000671,TEKNODAN - 6543-FJT-74X,MTVV,PCAMC,BTEKNODAN,F
I0000000672,TEKNODAN - 5532-HYE-53C,MTVV,PCAMC,BTEKNODAN,F
I0000000673,TEKNODAN - 6635-HFE-12S,MTVV,PCAMC,BTEKNODAN,F
I0000000674,VISITECH - VTCC-54354,MTVV,PCAMC,BVISITECH,F
I0000000675,VISITECH - VTCC-65323,MTVV,PCAMC,BVISITECH,F
I0000000676,VISITECH - VTCC-25675,MTVV,PCAMC,BVISITECH,F
I0000000677,BUNDY - 123DVD,MTVV,PDVDP,BBUNDY,T
I0000000678,BUNDY - 234DVD,MTVV,PDVDP,BBUNDY,T
I0000000679,BUNDY - 345DVD,MTVV,PDVDP,BBUNDY,T
I0000000680,BUNDY - 456DVD,MTVV,PDVDP,BBUNDY,T
I0000000681,GAPSONIC - GSD-3452,MTVV,PDVDP,BGAPSONIC,T
I0000000682,GAPSONIC - GSD-1346,MTVV,PDVDP,BGAPSONIC,T
I0000000683,GAPSONIC - GSD-8724,MTVV,PDVDP,BGAPSONIC,T
I0000000684,GAPSONIC - GSD-3562,MTVV,PDVDP,BGAPSONIC,T
I0000000685,GAPSONIC - GSD-6543,MTVV,PDVDP,BGAPSONIC,T
I0000000686,HUBISUBI - HUBDVD1,MTVV,PDVDP,BHUBISUBI,F
I0000000687,HUBISUBI - HUBDVD2,MTVV,PDVDP,BHUBISUBI,F
I0000000688,HUBISUBI - HUBDVD3,MTVV,PDVDP,BHUBISUBI,F
I0000000689,HUBISUBI - HUBDVD4,MTVV,PDVDP,BHUBISUBI,F
I0000000690,HUBISUBI - HUBDVD5,MTVV,PDVDP,BHUBISUBI,F
I0000000691,HUBISUBI - HUBDVD6,MTVV,PDVDP,BHUBISUBI,F
I0000000692,KOWALSKI - DVD674,MTVV,PDVDP,BKOWALSKI,F
I0000000693,KOWALSKI - DVD832,MTVV,PDVDP,BKOWALSKI,F
I0000000694,KOWALSKI - DVD864,MTVV,PDVDP,BKOWALSKI,F
I0000000695,KOWALSKI - DVD962,MTVV,PDVDP,BKOWALSKI,F
I0000000696,KOWALSKI - DVD214,MTVV,PDVDP,BKOWALSKI,F
I0000000697,KOWALSKI - DVD256,MTVV,PDVDP,BKOWALSKI,F
I0000000698,SHISHIBI - SH-354-D,MTVV,PDVDP,BSHISHIBI,F
I0000000699,SHISHIBI - SH-258-D,MTVV,PDVDP,BSHISHIBI,F
I0000000700,SHISHIBI - SH-856-D,MTVV,PDVDP,BSHISHIBI,F
I0000000701,TEKNODAN - 8834-HYT-53S,MTVV,PDVDP,BTEKNODAN,F
I0000000702,TEKNODAN - 9754-HJD-32D,MTVV,PDVDP,BTEKNODAN,F
I0000000703,TEKNODAN - 5493-HES-73D,MTVV,PDVDP,BTEKNODAN,F
I0000000704,TEKNODAN - 2138-LKQ-56Z,MTVV,PDVDP,BTEKNODAN,F
I0000000705,VISITECH - VTDV-97926,MTVV,PDVDP,BVISITECH,F
I0000000706,VISITECH - VTDV-78632,MTVV,PDVDP,BVISITECH,F
I0000000707,VISITECH - VTDV-26753,MTVV,PDVDP,BVISITECH,F
I0000000708,BUNDY - 123BST,MTVV,PTVST,BBUNDY,T
I0000000709,BUNDY - 234BST,MTVV,PTVST,BBUNDY,T
