FullTime;FullTime_text;FullTime_int;Hour;Minute;Second;Period;LunchTime;DinnerTime
09:27:52;092752;92752;9;27;52;Morning;No;No
09:27:53;092753;92753;9;27;53;Morning;No;No
09:27:54;092754;92754;9;27;54;Morning;No;No
09:27:55;092755;92755;9;27;55;Morning;No;No
09:27:56;092756;92756;9;27;56;Morning;No;No
09:27:57;092757;92757;9;27;57;Morning;No;No
09:27:58;092758;92758;9;27;58;Morning;No;No
09:27:59;092759;92759;9;27;59;Morning;No;No
09:28:00;092800;92800;9;28;0;Morning;No;No
09:28:01;092801;92801;9;28;1;Morning;No;No
09:28:02;092802;92802;9;28;2;Morning;No;No
09:28:03;092803;92803;9;28;3;Morning;No;No
09:28:04;092804;92804;9;28;4;Morning;No;No
09:28:05;092805;92805;9;28;5;Morning;No;No
09:28:06;092806;92806;9;28;6;Morning;No;No
09:28:07;092807;92807;9;28;7;Morning;No;No
09:28:08;092808;92808;9;28;8;Morning;No;No
09:28:09;092809;92809;9;28;9;Morning;No;No
09:28:10;092810;92810;9;28;10;Morning;No;No
09:28:11;092811;92811;9;28;11;Morning;No;No
09:28:12;092812;92812;9;28;12;Morning;No;No
09:28:13;092813;92813;9;28;13;Morning;No;No
09:28:14;092814;92814;9;28;14;Morning;No;No
09:28:15;092815;92815;9;28;15;Morning;No;No
09:28:16;092816;92816;9;28;16;Morning;No;No
09:28:17;092817;92817;9;28;17;Morning;No;No
09:28:18;092818;92818;9;28;18;Morning;No;No
09:28:19;092819;92819;9;28;19;Morning;No;No
09:28:20;092820;92820;9;28;20;Morning;No;No
09:28:21;092821;92821;9;28;21;Morning;No;No
09:28:22;092822;92822;9;28;22;Morning;No;No
09:28:23;092823;92823;9;28;23;Morning;No;No
09:28:24;092824;92824;9;28;24;Morning;No;No
09:28:25;092825;92825;9;28;25;Morning;No;No
09:28:26;092826;92826;9;28;26;Morning;No;No
09:28:27;092827;92827;9;28;27;Morning;No;No
09:28:28;092828;92828;9;28;28;Morning;No;No
09:28:29;092829;92829;9;28;29;Morning;No;No
09:28:30;092830;92830;9;28;30;Morning;No;No
09:28:31;092831;92831;9;28;31;Morning;No;No
09:28:32;092832;92832;9;28;32;Morning;No;No
09:28:33;092833;92833;9;28;33;Morning;No;No
09:28:34;092834;92834;9;28;34;Morning;No;No
09:28:35;092835;92835;9;28;35;Morning;No;No
09:28:36;092836;92836;9;28;36;Morning;No;No
09:28:37;092837;92837;9;28;37;Morning;No;No
09:28:38;092838;92838;9;28;38;Morning;No;No
09:28:39;092839;92839;9;28;39;Morning;No;No
09:28:40;092840;92840;9;28;40;Morning;No;No
09:28:41;092841;92841;9;28;41;Morning;No;No
09:28:42;092842;92842;9;28;42;Morning;No;No
09:28:43;092843;92843;9;28;43;Morning;No;No
09:28:44;092844;92844;9;28;44;Morning;No;No
09:28:45;092845;92845;9;28;45;Morning;No;No
09:28:46;092846;92846;9;28;46;Morning;No;No
09:28:47;092847;92847;9;28;47;Morning;No;No
09:28:48;092848;92848;9;28;48;Morning;No;No
09:28:49;092849;92849;9;28;49;Morning;No;No
09:28:50;092850;92850;9;28;50;Morning;No;No
09:28:51;092851;92851;9;28;51;Morning;No;No
09:28:52;092852;92852;9;28;52;Morning;No;No
09:28:53;092853;92853;9;28;53;Morning;No;No
09:28:54;092854;92854;9;28;54;Morning;No;No
09:28:55;092855;92855;9;28;55;Morning;No;No
09:28:56;092856;92856;9;28;56;Morning;No;No
09:28:57;092857;92857;9;28;57;Morning;No;No
09:28:58;092858;92858;9;28;58;Morning;No;No
09:28:59;092859;92859;9;28;59;Morning;No;No
09:29:00;092900;92900;9;29;0;Morning;No;No
09:29:01;092901;92901;9;29;1;Morning;No;No
09:29:02;092902;92902;9;29;2;Morning;No;No
09:29:03;092903;92903;9;29;3;Morning;No;No
09:29:04;092904;92904;9;29;4;Morning;No;No
09:29:05;092905;92905;9;29;5;Morning;No;No
09:29:06;092906;92906;9;29;6;Morning;No;No
09:29:07;092907;92907;9;29;7;Morning;No;No
09:29:08;092908;92908;9;29;8;Morning;No;No
09:29:09;092909;92909;9;29;9;Morning;No;No
09:29:10;092910;92910;9;29;10;Morning;No;No
09:29:11;092911;92911;9;29;11;Morning;No;No
09:29:12;092912;92912;9;29;12;Morning;No;No
09:29:13;092913;92913;9;29;13;Morning;No;No
09:29:14;092914;92914;9;29;14;Morning;No;No
09:29:15;092915;92915;9;29;15;Morning;No;No
09:29:16;092916;92916;9;29;16;Morning;No;No
09:29:17;092917;92917;9;29;17;Morning;No;No
09:29:18;092918;92918;9;29;18;Morning;No;No
09:29:19;092919;92919;9;29;19;Morning;No;No
09:29:20;092920;92920;9;29;20;Morning;No;No
09:29:21;092921;92921;9;29;21;Morning;No;No
09:29:22;092922;92922;9;29;22;Morning;No;No
09:29:23;092923;92923;9;29;23;Morning;No;No
09:29:24;092924;92924;9;29;24;Morning;No;No
09:29:25;092925;92925;9;29;25;Morning;No;No
09:29:26;092926;92926;9;29;26;Morning;No;No
09:29:27;092927;92927;9;29;27;Morning;No;No
09:29:28;092928;92928;9;29;28;Morning;No;No
09:29:29;092929;92929;9;29;29;Morning;No;No
09:29:30;092930;92930;9;29;30;Morning;No;No
09:29:31;092931;92931;9;29;31;Morning;No;No
09:29:32;092932;92932;9;29;32;Morning;No;No
09:29:33;092933;92933;9;29;33;Morning;No;No
09:29:34;092934;92934;9;29;34;Morning;No;No
09:29:35;092935;92935;9;29;35;Morning;No;No
09:29:36;092936;92936;9;29;36;Morning;No;No
09:29:37;092937;92937;9;29;37;Morning;No;No
09:29:38;092938;92938;9;29;38;Morning;No;No
09:29:39;092939;92939;9;29;39;Morning;No;No
09:29:40;092940;92940;9;29;40;Morning;No;No
09:29:41;092941;92941;9;29;41;Morning;No;No
09:29:42;092942;92942;9;29;42;Morning;No;No
09:29:43;092943;92943;9;29;43;Morning;No;No
09:29:44;092944;92944;9;29;44;Morning;No;No
09:29:45;092945;92945;9;29;45;Morning;No;No
09:29:46;092946;92946;9;29;46;Morning;No;No
09:29:47;092947;92947;9;29;47;Morning;No;No
09:29:48;092948;92948;9;29;48;Morning;No;No
09:29:49;092949;92949;9;29;49;Morning;No;No
09:29:50;092950;92950;9;29;50;Morning;No;No
09:29:51;092951;92951;9;29;51;Morning;No;No
09:29:52;092952;92952;9;29;52;Morning;No;No
09:29:53;092953;92953;9;29;53;Morning;No;No
09:29:54;092954;92954;9;29;54;Morning;No;No
09:29:55;092955;92955;9;29;55;Morning;No;No
09:29:56;092956;92956;9;29;56;Morning;No;No
09:29:57;092957;92957;9;29;57;Morning;No;No
09:29:58;092958;92958;9;29;58;Morning;No;No
09:29:59;092959;92959;9;29;59;Morning;No;No
09:30:00;093000;93000;9;30;0;Morning;No;No
09:30:01;093001;93001;9;30;1;Morning;No;No
09:30:02;093002;93002;9;30;2;Morning;No;No
09:30:03;093003;93003;9;30;3;Morning;No;No
09:30:04;093004;93004;9;30;4;Morning;No;No
09:30:05;093005;93005;9;30;5;Morning;No;No
09:30:06;093006;93006;9;30;6;Morning;No;No
09:30:07;093007;93007;9;30;7;Morning;No;No
09:30:08;093008;93008;9;30;8;Morning;No;No
09:30:09;093009;93009;9;30;9;Morning;No;No
09:30:10;093010;93010;9;30;10;Morning;No;No
09:30:11;093011;93011;9;30;11;Morning;No;No
09:30:12;093012;93012;9;30;12;Morning;No;No
09:30:13;093013;93013;9;30;13;Morning;No;No
09:30:14;093014;93014;9;30;14;Morning;No;No
09:30:15;093015;93015;9;30;15;Morning;No;No
09:30:16;093016;93016;9;30;16;Morning;No;No
09:30:17;093017;93017;9;30;17;Morning;No;No
09:30:18;093018;93018;9;30;18;Morning;No;No
09:30:19;093019;93019;9;30;19;Morning;No;No
09:30:20;093020;93020;9;30;20;Morning;No;No
09:30:21;093021;93021;9;30;21;Morning;No;No
09:30:22;093022;93022;9;30;22;Morning;No;No
09:30:23;093023;93023;9;30;23;Morning;No;No
09:30:24;093024;93024;9;30;24;Morning;No;No
09:30:25;093025;93025;9;30;25;Morning;No;No
09:30:26;093026;93026;9;30;26;Morning;No;No
09:30:27;093027;93027;9;30;27;Morning;No;No
09:30:28;093028;93028;9;30;28;Morning;No;No
09:30:29;093029;93029;9;30;29;Morning;No;No
09:30:30;093030;93030;9;30;30;Morning;No;No
09:30:31;093031;93031;9;30;31;Morning;No;No
09:30:32;093032;93032;9;30;32;Morning;No;No
09:30:33;093033;93033;9;30;33;Morning;No;No
09:30:34;093034;93034;9;30;34;Morning;No;No
09:30:35;093035;93035;9;30;35;Morning;No;No
09:30:36;093036;93036;9;30;36;Morning;No;No
09:30:37;093037;93037;9;30;37;Morning;No;No
09:30:38;093038;93038;9;30;38;Morning;No;No
09:30:39;093039;93039;9;30;39;Morning;No;No
09:30:40;093040;93040;9;30;40;Morning;No;No
09:30:41;093041;93041;9;30;41;Morning;No;No
09:30:42;093042;93042;9;30;42;Morning;No;No
09:30:43;093043;93043;9;30;43;Morning;No;No
09:30:44;093044;93044;9;30;44;Morning;No;No
09:30:45;093045;93045;9;30;45;Morning;No;No
09:30:46;093046;93046;9;30;46;Morning;No;No
09:30:47;093047;93047;9;30;47;Morning;No;No
09:30:48;093048;93048;9;30;48;Morning;No;No
09:30:49;093049;93049;9;30;49;Morning;No;No
09:30:50;093050;93050;9;30;50;Morning;No;No
09:30:51;093051;93051;9;30;51;Morning;No;No
09:30:52;093052;93052;9;30;52;Morning;No;No
09:30:53;093053;93053;9;30;53;Morning;No;No
09:30:54;093054;93054;9;30;54;Morning;No;No
09:30:55;093055;93055;9;30;55;Morning;No;No
09:30:56;093056;93056;9;30;56;Morning;No;No
09:30:57;093057;93057;9;30;57;Morning;No;No
09:30:58;093058;93058;9;30;58;Morning;No;No
09:30:59;093059;93059;9;30;59;Morning;No;No
09:31:00;093100;93100;9;31;0;Morning;No;No
09:31:01;093101;93101;9;31;1;Morning;No;No
09:31:02;093102;93102;9;31;2;Morning;No;No
09:31:03;093103;93103;9;31;3;Morning;No;No
09:31:04;093104;93104;9;31;4;Morning;No;No
09:31:05;093105;93105;9;31;5;Morning;No;No
09:31:06;093106;93106;9;31;6;Morning;No;No
09:31:07;093107;93107;9;31;7;Morning;No;No
09:31:08;093108;93108;9;31;8;Morning;No;No
09:31:09;093109;93109;9;31;9;Morning;No;No
09:31:10;093110;93110;9;31;10;Morning;No;No
09:31:11;093111;93111;9;31;11;Morning;No;No
09:31:12;093112;93112;9;31;12;Morning;No;No
09:31:13;093113;93113;9;31;13;Morning;No;No
09:31:14;093114;93114;9;31;14;Morning;No;No
09:31:15;093115;93115;9;31;15;Morning;No;No
09:31:16;093116;93116;9;31;16;Morning;No;No
09:31:17;093117;93117;9;31;17;Morning;No;No
09:31:18;093118;93118;9;31;18;Morning;No;No
09:31:19;093119;93119;9;31;19;Morning;No;No
09:31:20;093120;93120;9;31;20;Morning;No;No
09:31:21;093121;93121;9;31;21;Morning;No;No
09:31:22;093122;93122;9;31;22;Morning;No;No
09:31:23;093123;93123;9;31;23;Morning;No;No
09:31:24;093124;93124;9;31;24;Morning;No;No
09:31:25;093125;93125;9;31;25;Morning;No;No
09:31:26;093126;93126;9;31;26;Morning;No;No
09:31:27;093127;93127;9;31;27;Morning;No;No
09:31:28;093128;93128;9;31;28;Morning;No;No
09:31:29;093129;93129;9;31;29;Morning;No;No
09:31:30;093130;93130;9;31;30;Morning;No;No
09:31:31;093131;93131;9;31;31;Morning;No;No
09:31:32;093132;93132;9;31;32;Morning;No;No
09:31:33;093133;93133;9;31;33;Morning;No;No
09:31:34;093134;93134;9;31;34;Morning;No;No
09:31:35;093135;93135;9;31;35;Morning;No;No
09:31:36;093136;93136;9;31;36;Morning;No;No
09:31:37;093137;93137;9;31;37;Morning;No;No
09:31:38;093138;93138;9;31;38;Morning;No;No
09:31:39;093139;93139;9;31;39;Morning;No;No
09:31:40;093140;93140;9;31;40;Morning;No;No
09:31:41;093141;93141;9;31;41;Morning;No;No
09:31:42;093142;93142;9;31;42;Morning;No;No
09:31:43;093143;93143;9;31;43;Morning;No;No
09:31:44;093144;93144;9;31;44;Morning;No;No
09:31:45;093145;93145;9;31;45;Morning;No;No
09:31:46;093146;93146;9;31;46;Morning;No;No
09:31:47;093147;93147;9;31;47;Morning;No;No
09:31:48;093148;93148;9;31;48;Morning;No;No
09:31:49;093149;93149;9;31;49;Morning;No;No
09:31:50;093150;93150;9;31;50;Morning;No;No
09:31:51;093151;93151;9;31;51;Morning;No;No
09:31:52;093152;93152;9;31;52;Morning;No;No
09:31:53;093153;93153;9;31;53;Morning;No;No
09:31:54;093154;93154;9;31;54;Morning;No;No
09:31:55;093155;93155;9;31;55;Morning;No;No
09:31:56;093156;93156;9;31;56;Morning;No;No
09:31:57;093157;93157;9;31;57;Morning;No;No
09:31:58;093158;93158;9;31;58;Morning;No;No
09:31:59;093159;93159;9;31;59;Morning;No;No
09:32:00;093200;93200;9;32;0;Morning;No;No
09:32:01;093201;93201;9;32;1;Morning;No;No
09:32:02;093202;93202;9;32;2;Morning;No;No
09:32:03;093203;93203;9;32;3;Morning;No;No
09:32:04;093204;93204;9;32;4;Morning;No;No
09:32:05;093205;93205;9;32;5;Morning;No;No
09:32:06;093206;93206;9;32;6;Morning;No;No
09:32:07;093207;93207;9;32;7;Morning;No;No
09:32:08;093208;93208;9;32;8;Morning;No;No
09:32:09;093209;93209;9;32;9;Morning;No;No
09:32:10;093210;93210;9;32;10;Morning;No;No
09:32:11;093211;93211;9;32;11;Morning;No;No
09:32:12;093212;93212;9;32;12;Morning;No;No
09:32:13;093213;93213;9;32;13;Morning;No;No
09:32:14;093214;93214;9;32;14;Morning;No;No
09:32:15;093215;93215;9;32;15;Morning;No;No
09:32:16;093216;93216;9;32;16;Morning;No;No
09:32:17;093217;93217;9;32;17;Morning;No;No
09:32:18;093218;93218;9;32;18;Morning;No;No
09:32:19;093219;93219;9;32;19;Morning;No;No
09:32:20;093220;93220;9;32;20;Morning;No;No
09:32:21;093221;93221;9;32;21;Morning;No;No
09:32:22;093222;93222;9;32;22;Morning;No;No
09:32:23;093223;93223;9;32;23;Morning;No;No
09:32:24;093224;93224;9;32;24;Morning;No;No
09:32:25;093225;93225;9;32;25;Morning;No;No
09:32:26;093226;93226;9;32;26;Morning;No;No
09:32:27;093227;93227;9;32;27;Morning;No;No
09:32:28;093228;93228;9;32;28;Morning;No;No
09:32:29;093229;93229;9;32;29;Morning;No;No
09:32:30;093230;93230;9;32;30;Morning;No;No
09:32:31;093231;93231;9;32;31;Morning;No;No
09:32:32;093232;93232;9;32;32;Morning;No;No
09:32:33;093233;93233;9;32;33;Morning;No;No
09:32:34;093234;93234;9;32;34;Morning;No;No
09:32:35;093235;93235;9;32;35;Morning;No;No
09:32:36;093236;93236;9;32;36;Morning;No;No
09:32:37;093237;93237;9;32;37;Morning;No;No
09:32:38;093238;93238;9;32;38;Morning;No;No
09:32:39;093239;93239;9;32;39;Morning;No;No
09:32:40;093240;93240;9;32;40;Morning;No;No
09:32:41;093241;93241;9;32;41;Morning;No;No
09:32:42;093242;93242;9;32;42;Morning;No;No
09:32:43;093243;93243;9;32;43;Morning;No;No
09:32:44;093244;93244;9;32;44;Morning;No;No
09:32:45;093245;93245;9;32;45;Morning;No;No
09:32:46;093246;93246;9;32;46;Morning;No;No
09:32:47;093247;93247;9;32;47;Morning;No;No
09:32:48;093248;93248;9;32;48;Morning;No;No
09:32:49;093249;93249;9;32;49;Morning;No;No
09:32:50;093250;93250;9;32;50;Morning;No;No
09:32:51;093251;93251;9;32;51;Morning;No;No
09:32:52;093252;93252;9;32;52;Morning;No;No
09:32:53;093253;93253;9;32;53;Morning;No;No
09:32:54;093254;93254;9;32;54;Morning;No;No
09:32:55;093255;93255;9;32;55;Morning;No;No
09:32:56;093256;93256;9;32;56;Morning;No;No
09:32:57;093257;93257;9;32;57;Morning;No;No
09:32:58;093258;93258;9;32;58;Morning;No;No
09:32:59;093259;93259;9;32;59;Morning;No;No
09:33:00;093300;93300;9;33;0;Morning;No;No
09:33:01;093301;93301;9;33;1;Morning;No;No
09:33:02;093302;93302;9;33;2;Morning;No;No
09:33:03;093303;93303;9;33;3;Morning;No;No
09:33:04;093304;93304;9;33;4;Morning;No;No
09:33:05;093305;93305;9;33;5;Morning;No;No
09:33:06;093306;93306;9;33;6;Morning;No;No
09:33:07;093307;93307;9;33;7;Morning;No;No
09:33:08;093308;93308;9;33;8;Morning;No;No
09:33:09;093309;93309;9;33;9;Morning;No;No
09:33:10;093310;93310;9;33;10;Morning;No;No
09:33:11;093311;93311;9;33;11;Morning;No;No
09:33:12;093312;93312;9;33;12;Morning;No;No
09:33:13;093313;93313;9;33;13;Morning;No;No
09:33:14;093314;93314;9;33;14;Morning;No;No
09:33:15;093315;93315;9;33;15;Morning;No;No
09:33:16;093316;93316;9;33;16;Morning;No;No
09:33:17;093317;93317;9;33;17;Morning;No;No
09:33:18;093318;93318;9;33;18;Morning;No;No
09:33:19;093319;93319;9;33;19;Morning;No;No
09:33:20;093320;93320;9;33;20;Morning;No;No
09:33:21;093321;93321;9;33;21;Morning;No;No
09:33:22;093322;93322;9;33;22;Morning;No;No
09:33:23;093323;93323;9;33;23;Morning;No;No
09:33:24;093324;93324;9;33;24;Morning;No;No
09:33:25;093325;93325;9;33;25;Morning;No;No
09:33:26;093326;93326;9;33;26;Morning;No;No
09:33:27;093327;93327;9;33;27;Morning;No;No
09:33:28;093328;93328;9;33;28;Morning;No;No
09:33:29;093329;93329;9;33;29;Morning;No;No
09:33:30;093330;93330;9;33;30;Morning;No;No
09:33:31;093331;93331;9;33;31;Morning;No;No
09:33:32;093332;93332;9;33;32;Morning;No;No
09:33:33;093333;93333;9;33;33;Morning;No;No
09:33:34;093334;93334;9;33;34;Morning;No;No
09:33:35;093335;93335;9;33;35;Morning;No;No
09:33:36;093336;93336;9;33;36;Morning;No;No
09:33:37;093337;93337;9;33;37;Morning;No;No
09:33:38;093338;93338;9;33;38;Morning;No;No
09:33:39;093339;93339;9;33;39;Morning;No;No
09:33:40;093340;93340;9;33;40;Morning;No;No
09:33:41;093341;93341;9;33;41;Morning;No;No
09:33:42;093342;93342;9;33;42;Morning;No;No
09:33:43;093343;93343;9;33;43;Morning;No;No
09:33:44;093344;93344;9;33;44;Morning;No;No
09:33:45;093345;93345;9;33;45;Morning;No;No
09:33:46;093346;93346;9;33;46;Morning;No;No
09:33:47;093347;93347;9;33;47;Morning;No;No
09:33:48;093348;93348;9;33;48;Morning;No;No
09:33:49;093349;93349;9;33;49;Morning;No;No
09:33:50;093350;93350;9;33;50;Morning;No;No
09:33:51;093351;93351;9;33;51;Morning;No;No
09:33:52;093352;93352;9;33;52;Morning;No;No
09:33:53;093353;93353;9;33;53;Morning;No;No
09:33:54;093354;93354;9;33;54;Morning;No;No
09:33:55;093355;93355;9;33;55;Morning;No;No
09:33:56;093356;93356;9;33;56;Morning;No;No
09:33:57;093357;93357;9;33;57;Morning;No;No
09:33:58;093358;93358;9;33;58;Morning;No;No
09:33:59;093359;93359;9;33;59;Morning;No;No
09:34:00;093400;93400;9;34;0;Morning;No;No
09:34:01;093401;93401;9;34;1;Morning;No;No
09:34:02;093402;93402;9;34;2;Morning;No;No
09:34:03;093403;93403;9;34;3;Morning;No;No
09:34:04;093404;93404;9;34;4;Morning;No;No
09:34:05;093405;93405;9;34;5;Morning;No;No
09:34:06;093406;93406;9;34;6;Morning;No;No
09:34:07;093407;93407;9;34;7;Morning;No;No
09:34:08;093408;93408;9;34;8;Morning;No;No
09:34:09;093409;93409;9;34;9;Morning;No;No
09:34:10;093410;93410;9;34;10;Morning;No;No
09:34:11;093411;93411;9;34;11;Morning;No;No
09:34:12;093412;93412;9;34;12;Morning;No;No
09:34:13;093413;93413;9;34;13;Morning;No;No
09:34:14;093414;93414;9;34;14;Morning;No;No
09:34:15;093415;93415;9;34;15;Morning;No;No
09:34:16;093416;93416;9;34;16;Morning;No;No
09:34:17;093417;93417;9;34;17;Morning;No;No
09:34:18;093418;93418;9;34;18;Morning;No;No
09:34:19;093419;93419;9;34;19;Morning;No;No
09:34:20;093420;93420;9;34;20;Morning;No;No
09:34:21;093421;93421;9;34;21;Morning;No;No
09:34:22;093422;93422;9;34;22;Morning;No;No
09:34:23;093423;93423;9;34;23;Morning;No;No
09:34:24;093424;93424;9;34;24;Morning;No;No
09:34:25;093425;93425;9;34;25;Morning;No;No
09:34:26;093426;93426;9;34;26;Morning;No;No
09:34:27;093427;93427;9;34;27;Morning;No;No
09:34:28;093428;93428;9;34;28;Morning;No;No
09:34:29;093429;93429;9;34;29;Morning;No;No
09:34:30;093430;93430;9;34;30;Morning;No;No
09:34:31;093431;93431;9;34;31;Morning;No;No
09:34:32;093432;93432;9;34;32;Morning;No;No
09:34:33;093433;93433;9;34;33;Morning;No;No
09:34:34;093434;93434;9;34;34;Morning;No;No
09:34:35;093435;93435;9;34;35;Morning;No;No
09:34:36;093436;93436;9;34;36;Morning;No;No
09:34:37;093437;93437;9;34;37;Morning;No;No
09:34:38;093438;93438;9;34;38;Morning;No;No
09:34:39;093439;93439;9;34;39;Morning;No;No
09:34:40;093440;93440;9;34;40;Morning;No;No
09:34:41;093441;93441;9;34;41;Morning;No;No
09:34:42;093442;93442;9;34;42;Morning;No;No
09:34:43;093443;93443;9;34;43;Morning;No;No
09:34:44;093444;93444;9;34;44;Morning;No;No
09:34:45;093445;93445;9;34;45;Morning;No;No
09:34:46;093446;93446;9;34;46;Morning;No;No
09:34:47;093447;93447;9;34;47;Morning;No;No
09:34:48;093448;93448;9;34;48;Morning;No;No
09:34:49;093449;93449;9;34;49;Morning;No;No
09:34:50;093450;93450;9;34;50;Morning;No;No
09:34:51;093451;93451;9;34;51;Morning;No;No
09:34:52;093452;93452;9;34;52;Morning;No;No
09:34:53;093453;93453;9;34;53;Morning;No;No
09:34:54;093454;93454;9;34;54;Morning;No;No
09:34:55;093455;93455;9;34;55;Morning;No;No
09:34:56;093456;93456;9;34;56;Morning;No;No
09:34:57;093457;93457;9;34;57;Morning;No;No
09:34:58;093458;93458;9;34;58;Morning;No;No
09:34:59;093459;93459;9;34;59;Morning;No;No
09:35:00;093500;93500;9;35;0;Morning;No;No
09:35:01;093501;93501;9;35;1;Morning;No;No
09:35:02;093502;93502;9;35;2;Morning;No;No
09:35:03;093503;93503;9;35;3;Morning;No;No
09:35:04;093504;93504;9;35;4;Morning;No;No
09:35:05;093505;93505;9;35;5;Morning;No;No
09:35:06;093506;93506;9;35;6;Morning;No;No
09:35:07;093507;93507;9;35;7;Morning;No;No
09:35:08;093508;93508;9;35;8;Morning;No;No
09:35:09;093509;93509;9;35;9;Morning;No;No
09:35:10;093510;93510;9;35;10;Morning;No;No
09:35:11;093511;93511;9;35;11;Morning;No;No
09:35:12;093512;93512;9;35;12;Morning;No;No
09:35:13;093513;93513;9;35;13;Morning;No;No
09:35:14;093514;93514;9;35;14;Morning;No;No
09:35:15;093515;93515;9;35;15;Morning;No;No
09:35:16;093516;93516;9;35;16;Morning;No;No
09:35:17;093517;93517;9;35;17;Morning;No;No
09:35:18;093518;93518;9;35;18;Morning;No;No
09:35:19;093519;93519;9;35;19;Morning;No;No
09:35:20;093520;93520;9;35;20;Morning;No;No
09:35:21;093521;93521;9;35;21;Morning;No;No
09:35:22;093522;93522;9;35;22;Morning;No;No
09:35:23;093523;93523;9;35;23;Morning;No;No
09:35:24;093524;93524;9;35;24;Morning;No;No
09:35:25;093525;93525;9;35;25;Morning;No;No
09:35:26;093526;93526;9;35;26;Morning;No;No
09:35:27;093527;93527;9;35;27;Morning;No;No
09:35:28;093528;93528;9;35;28;Morning;No;No
09:35:29;093529;93529;9;35;29;Morning;No;No
09:35:30;093530;93530;9;35;30;Morning;No;No
09:35:31;093531;93531;9;35;31;Morning;No;No
09:35:32;093532;93532;9;35;32;Morning;No;No
09:35:33;093533;93533;9;35;33;Morning;No;No
09:35:34;093534;93534;9;35;34;Morning;No;No
09:35:35;093535;93535;9;35;35;Morning;No;No
09:35:36;093536;93536;9;35;36;Morning;No;No
09:35:37;093537;93537;9;35;37;Morning;No;No
09:35:38;093538;93538;9;35;38;Morning;No;No
09:35:39;093539;93539;9;35;39;Morning;No;No
09:35:40;093540;93540;9;35;40;Morning;No;No
09:35:41;093541;93541;9;35;41;Morning;No;No
09:35:42;093542;93542;9;35;42;Morning;No;No
09:35:43;093543;93543;9;35;43;Morning;No;No
09:35:44;093544;93544;9;35;44;Morning;No;No
09:35:45;093545;93545;9;35;45;Morning;No;No
09:35:46;093546;93546;9;35;46;Morning;No;No
09:35:47;093547;93547;9;35;47;Morning;No;No
09:35:48;093548;93548;9;35;48;Morning;No;No
09:35:49;093549;93549;9;35;49;Morning;No;No
09:35:50;093550;93550;9;35;50;Morning;No;No
09:35:51;093551;93551;9;35;51;Morning;No;No
09:35:52;093552;93552;9;35;52;Morning;No;No
09:35:53;093553;93553;9;35;53;Morning;No;No
09:35:54;093554;93554;9;35;54;Morning;No;No
09:35:55;093555;93555;9;35;55;Morning;No;No
09:35:56;093556;93556;9;35;56;Morning;No;No
09:35:57;093557;93557;9;35;57;Morning;No;No
09:35:58;093558;93558;9;35;58;Morning;No;No
09:35:59;093559;93559;9;35;59;Morning;No;No
09:36:00;093600;93600;9;36;0;Morning;No;No
09:36:01;093601;93601;9;36;1;Morning;No;No
09:36:02;093602;93602;9;36;2;Morning;No;No
09:36:03;093603;93603;9;36;3;Morning;No;No
09:36:04;093604;93604;9;36;4;Morning;No;No
09:36:05;093605;93605;9;36;5;Morning;No;No
09:36:06;093606;93606;9;36;6;Morning;No;No
09:36:07;093607;93607;9;36;7;Morning;No;No
09:36:08;093608;93608;9;36;8;Morning;No;No
09:36:09;093609;93609;9;36;9;Morning;No;No
09:36:10;093610;93610;9;36;10;Morning;No;No
09:36:11;093611;93611;9;36;11;Morning;No;No
09:36:12;093612;93612;9;36;12;Morning;No;No
09:36:13;093613;93613;9;36;13;Morning;No;No
09:36:14;093614;93614;9;36;14;Morning;No;No
09:36:15;093615;93615;9;36;15;Morning;No;No
09:36:16;093616;93616;9;36;16;Morning;No;No
09:36:17;093617;93617;9;36;17;Morning;No;No
09:36:18;093618;93618;9;36;18;Morning;No;No
09:36:19;093619;93619;9;36;19;Morning;No;No
09:36:20;093620;93620;9;36;20;Morning;No;No
09:36:21;093621;93621;9;36;21;Morning;No;No
09:36:22;093622;93622;9;36;22;Morning;No;No
09:36:23;093623;93623;9;36;23;Morning;No;No
09:36:24;093624;93624;9;36;24;Morning;No;No
09:36:25;093625;93625;9;36;25;Morning;No;No
09:36:26;093626;93626;9;36;26;Morning;No;No
09:36:27;093627;93627;9;36;27;Morning;No;No
09:36:28;093628;93628;9;36;28;Morning;No;No
09:36:29;093629;93629;9;36;29;Morning;No;No
09:36:30;093630;93630;9;36;30;Morning;No;No
09:36:31;093631;93631;9;36;31;Morning;No;No
09:36:32;093632;93632;9;36;32;Morning;No;No
09:36:33;093633;93633;9;36;33;Morning;No;No
09:36:34;093634;93634;9;36;34;Morning;No;No
09:36:35;093635;93635;9;36;35;Morning;No;No
09:36:36;093636;93636;9;36;36;Morning;No;No
09:36:37;093637;93637;9;36;37;Morning;No;No
09:36:38;093638;93638;9;36;38;Morning;No;No
09:36:39;093639;93639;9;36;39;Morning;No;No
09:36:40;093640;93640;9;36;40;Morning;No;No
09:36:41;093641;93641;9;36;41;Morning;No;No
09:36:42;093642;93642;9;36;42;Morning;No;No
09:36:43;093643;93643;9;36;43;Morning;No;No
09:36:44;093644;93644;9;36;44;Morning;No;No
09:36:45;093645;93645;9;36;45;Morning;No;No
09:36:46;093646;93646;9;36;46;Morning;No;No
09:36:47;093647;93647;9;36;47;Morning;No;No
